ID,lsoa01cd,lsoa01nm,mh_crude_tot,mh_tot
567,E01000567,Brent 016A,343,-0.164432077
568,E01000568,Brent 008D,162,-1.151801872
569,E01000569,Brent 008E,133,-1.309999242
570,E01000570,Brent 012A,291,-0.448096327
571,E01000571,Brent 012B,304,-0.377180265
572,E01000572,Brent 007A,132,-1.315454324
573,E01000573,Brent 007B,179,-1.059065482
574,E01000574,Brent 007C,186,-1.02087991
575,E01000575,Brent 007D,157,-1.17907728
576,E01000576,Brent 012C,205,-0.917233357
577,E01000577,Brent 007E,148,-1.228173016
578,E01000578,Brent 012D,722,1.903043903
579,E01000579,Brent 032A,395,0.119232174
580,E01000580,Brent 032B,399,0.141052501
581,E01000581,Brent 030E,190,-0.999059583
582,E01000582,Brent 032C,284,-0.486281899
583,E01000583,Brent 032D,358,-0.082605851
584,E01000584,Brent 033E,261,-0.611748779
585,E01000585,Brent 033F,279,-0.513557308
586,E01000586,Brent 032E,262,-0.606293698
587,E01000587,Brent 001A,301,-0.39354551
588,E01000588,Brent 002E,194,-0.977239256
589,E01000589,Brent 001B,288,-0.464461572
590,E01000590,Brent 001C,324,-0.26807863
591,E01000591,Brent 003F,207,-0.906323193
592,E01000592,Brent 001D,256,-0.639024188
593,E01000593,Brent 001E,149,-1.222717934
594,E01000594,Brent 001F,152,-1.206352689
595,E01000595,Brent 027A,515,0.773841983
596,E01000596,Brent 021A,336,-0.202617649
597,E01000597,Brent 027B,317,-0.306264202
598,E01000598,Brent 027C,492,0.648375103
599,E01000599,Brent 027D,342,-0.169887158
600,E01000600,Brent 027E,440,0.364710852
601,E01000601,Brent 021B,388,0.081046602
602,E01000602,Brent 021C,350,-0.126246504
603,E01000603,Brent 021D,262,-0.606293698
604,E01000604,Brent 021E,233,-0.764491068
605,E01000605,Brent 021F,350,-0.126246504
606,E01000606,Brent 016B,281,-0.502647145
607,E01000607,Brent 013C,256,-0.639024188
608,E01000608,Brent 013D,214,-0.868137621
609,E01000609,Brent 016C,217,-0.851772376
610,E01000610,Brent 019A,422,0.266519381
611,E01000611,Brent 016D,228,-0.791766477
612,E01000612,Brent 019B,250,-0.671754678
613,E01000613,Brent 013E,237,-0.742670741
614,E01000614,Brent 017A,200,-0.944508765
615,E01000615,Brent 017B,158,-1.173622198
616,E01000616,Brent 020A,200,-0.944508765
617,E01000617,Brent 017C,256,-0.639024188
618,E01000618,Brent 017D,231,-0.775401231
619,E01000619,Brent 017E,182,-1.042700237
620,E01000620,Brent 020B,256,-0.639024188
621,E01000621,Brent 020C,402,0.157417746
622,E01000622,Brent 010D,286,-0.475371736
623,E01000623,Brent 005C,170,-1.108161218
624,E01000624,Brent 005D,188,-1.009969746
625,E01000625,Brent 009E,400,0.146507582
626,E01000626,Brent 010E,365,-0.044420278
627,E01000627,Brent 014E,322,-0.278988793
628,E01000628,Brent 014F,358,-0.082605851
629,E01000629,Brent 005E,297,-0.415365837
630,E01000630,Brent 026E,266,-0.584473371
631,E01000631,Brent 019C,167,-1.124526463
632,E01000632,Brent 029E,181,-1.048155318
633,E01000633,Brent 019D,256,-0.639024188
634,E01000634,Brent 019E,246,-0.693575005
635,E01000635,Brent 020D,199,-0.949963847
636,E01000636,Brent 020E,218,-0.846317294
637,E01000637,Brent 022B,276,-0.529922553
638,E01000638,Brent 024A,273,-0.546287798
639,E01000639,Brent 022C,275,-0.535377635
640,E01000640,Brent 024B,268,-0.573563207
641,E01000641,Brent 024C,303,-0.382635346
642,E01000642,Brent 022D,421,0.261064299
643,E01000643,Brent 024D,884,2.786767144
644,E01000644,Brent 022E,302,-0.388090428
645,E01000645,Bromley 007A,145,-1.244538261
646,E01000646,Bromley 016A,423,0.271974462
647,E01000647,Bromley 016B,185,-1.026334992
648,E01000648,Bromley 016C,341,-0.17534224
649,E01000649,Bromley 007B,342,-0.169887158
650,E01000650,Bromley 022A,334,-0.213527812
651,E01000651,Bromley 020A,756,2.088516682
652,E01000652,Bromley 022B,228,-0.791766477
653,E01000653,Bromley 016D,444,0.386531179
654,E01000654,Bromley 039A,196,-0.966329092
655,E01000655,Bromley 039B,200,-0.944508765
656,E01000656,Bromley 039C,198,-0.955418929
657,E01000657,Bromley 039D,294,-0.431731082
658,E01000658,Bromley 038A,277,-0.524467471
659,E01000659,Bromley 039E,160,-1.162712035
660,E01000660,Bromley 038B,319,-0.295354038
661,E01000661,Bromley 026A,718,1.881223576
662,E01000662,Bromley 026B,354,-0.104426178
663,E01000663,Bromley 026C,312,-0.333539611
664,E01000664,Bromley 026D,386,0.070136438
665,E01000665,Bromley 033A,247,-0.688119924
666,E01000666,Bromley 033B,198,-0.955418929
667,E01000667,Bromley 033C,159,-1.168167117
668,E01000668,Bromley 020B,359,-0.077150769
669,E01000669,Bromley 020C,243,-0.709940251
670,E01000670,Bromley 018A,203,-0.92814352
671,E01000671,Bromley 020D,360,-0.071695687
672,E01000672,Bromley 011A,452,0.430171833
673,E01000673,Bromley 011B,337,-0.197162567
674,E01000674,Bromley 008A,425,0.282884626
675,E01000675,Bromley 018B,389,0.086501683
676,E01000676,Bromley 008B,455,0.446537078
677,E01000677,Bromley 018C,175,-1.080885809
678,E01000678,Bromley 016E,263,-0.600838616
679,E01000679,Bromley 020E,227,-0.797221558
680,E01000680,Bromley 037A,230,-0.780856313
681,E01000681,Bromley 035A,154,-1.195442525
682,E01000682,Bromley 035B,297,-0.415365837
683,E01000683,Bromley 035C,198,-0.955418929
684,E01000684,Bromley 035D,158,-1.173622198
685,E01000685,Bromley 037B,357,-0.088060932
686,E01000686,Bromley 037C,282,-0.497192063
687,E01000687,Bromley 037D,221,-0.829952049
688,E01000688,Bromley 037E,130,-1.326364487
689,E01000689,Bromley 002A,540,0.910219026
690,E01000690,Bromley 002B,200,-0.944508765
691,E01000691,Bromley 002C,440,0.364710852
692,E01000692,Bromley 002D,251,-0.666299597
693,E01000693,Bromley 010A,455,0.446537078
694,E01000694,Bromley 007C,416,0.23378889
695,E01000695,Bromley 007D,199,-0.949963847
696,E01000696,Bromley 007E,282,-0.497192063
697,E01000697,Bromley 007F,178,-1.064520564
698,E01000698,Bromley 010B,189,-1.004514665
699,E01000699,Bromley 015A,347,-0.14261175
700,E01000700,Bromley 013A,282,-0.497192063
701,E01000701,Bromley 015B,336,-0.202617649
702,E01000702,Bromley 013B,266,-0.584473371
703,E01000703,Bromley 013C,240,-0.726305496
704,E01000704,Bromley 015C,226,-0.80267664
705,E01000705,Bromley 015D,343,-0.164432077
706,E01000706,Bromley 013D,382,0.048316111
707,E01000707,Bromley 017A,169,-1.113616299
708,E01000708,Bromley 017B,281,-0.502647145
709,E01000709,Bromley 006A,678,1.663020306
710,E01000710,Bromley 006B,279,-0.513557308
711,E01000711,Bromley 006C,357,-0.088060932
712,E01000712,Bromley 012A,224,-0.813586804
713,E01000713,Bromley 012B,317,-0.306264202
714,E01000714,Bromley 006D,248,-0.682664842
715,E01000715,Bromley 012C,342,-0.169887158
716,E01000716,Bromley 011C,809,2.377636014
717,E01000717,Bromley 011D,330,-0.235348139
718,E01000718,Bromley 006E,329,-0.240803221
719,E01000719,Bromley 019A,314,-0.322629447
720,E01000720,Bromley 019B,448,0.408351506
721,E01000721,Bromley 019C,537,0.893853781
722,E01000722,Bromley 023A,344,-0.158976995
723,E01000723,Bromley 029A,322,-0.278988793
724,E01000724,Bromley 019D,460,0.473812487
725,E01000725,Bromley 023B,393,0.10832201
726,E01000726,Bromley 029B,277,-0.524467471
727,E01000727,Bromley 028A,423,0.271974462
728,E01000728,Bromley 019E,355,-0.098971096
729,E01000729,Bromley 014A,597,1.221158685
730,E01000730,Bromley 014B,386,0.070136438
731,E01000731,Bromley 023C,376,0.015585621
732,E01000732,Bromley 023D,313,-0.328084529
733,E01000733,Bromley 023E,321,-0.284443875
734,E01000734,Bromley 028B,220,-0.835407131
735,E01000735,Bromley 014C,416,0.23378889
736,E01000736,Bromley 010C,361,-0.066240605
737,E01000737,Bromley 010D,557,1.002955416
738,E01000738,Bromley 014D,361,-0.066240605
739,E01000739,Bromley 014E,558,1.008410497
740,E01000740,Bromley 005A,326,-0.257168466
741,E01000741,Bromley 005B,618,1.335715402
742,E01000742,Bromley 005C,372,-0.006234706
743,E01000743,Bromley 009A,988,3.354095645
744,E01000744,Bromley 009B,1089,3.905058901
745,E01000745,Bromley 005D,375,0.010130539
746,E01000746,Bromley 005E,283,-0.491736981
747,E01000747,Bromley 038C,285,-0.480826818
748,E01000748,Bromley 038D,236,-0.748125823
749,E01000749,Bromley 036A,300,-0.399000591
750,E01000750,Bromley 036B,494,0.659285266
751,E01000751,Bromley 036C,439,0.35925577
752,E01000752,Bromley 036D,346,-0.148066831
753,E01000753,Bromley 031A,247,-0.688119924
754,E01000754,Bromley 031B,248,-0.682664842
755,E01000755,Bromley 031C,242,-0.715395332
756,E01000756,Bromley 033D,219,-0.840862212
757,E01000757,Bromley 031D,159,-1.168167117
758,E01000758,Bromley 031E,361,-0.066240605
759,E01000759,Bromley 034A,197,-0.960874011
760,E01000760,Bromley 034B,360,-0.071695687
761,E01000761,Bromley 034C,171,-1.102706136
762,E01000762,Bromley 018D,229,-0.786311395
763,E01000763,Bromley 027A,218,-0.846317294
764,E01000764,Bromley 027B,305,-0.371725183
765,E01000765,Bromley 034D,511,0.752021656
766,E01000766,Bromley 027C,222,-0.824496967
767,E01000767,Bromley 027D,170,-1.108161218
768,E01000768,Bromley 034E,300,-0.399000591
769,E01000769,Bromley 024A,1234,4.696045753
770,E01000770,Bromley 012D,208,-0.900868112
771,E01000771,Bromley 017C,162,-1.151801872
772,E01000772,Bromley 012E,306,-0.366270101
773,E01000773,Bromley 024B,216,-0.857227458
774,E01000774,Bromley 017D,280,-0.508102226
775,E01000775,Bromley 024C,207,-0.906323193
776,E01000776,Bromley 017E,526,0.833847882
777,E01000777,Bromley 024D,177,-1.069975645
778,E01000778,Bromley 024E,362,-0.060785524
779,E01000779,Bromley 001A,436,0.342890525
780,E01000780,Bromley 001B,357,-0.088060932
781,E01000781,Bromley 001C,376,0.015585621
782,E01000782,Bromley 001D,512,0.757476737
783,E01000783,Bromley 001E,425,0.282884626
784,E01000784,Bromley 002E,223,-0.819041885
785,E01000785,Bromley 001F,447,0.402896424
786,E01000786,Bromley 032A,531,0.86112329
787,E01000787,Bromley 029C,385,0.064681356
788,E01000788,Bromley 029D,302,-0.388090428
789,E01000789,Bromley 032B,444,0.386531179
790,E01000790,Bromley 028C,380,0.037405948
791,E01000791,Bromley 029E,252,-0.660844515
792,E01000792,Bromley 032C,483,0.599279367
793,E01000793,Bromley 032D,192,-0.988149419
794,E01000794,Bromley 035E,323,-0.273533711
795,E01000795,Bromley 032E,344,-0.158976995
796,E01000796,Bromley 009C,394,0.113777092
797,E01000797,Bromley 013E,363,-0.055330442
798,E01000798,Bromley 009D,711,1.843038003
799,E01000799,Bromley 004A,312,-0.333539611
800,E01000800,Bromley 009E,325,-0.262623548
801,E01000801,Bromley 015E,593,1.199338358
802,E01000802,Bromley 004B,392,0.102866929
803,E01000803,Bromley 004C,325,-0.262623548
804,E01000804,Bromley 004D,253,-0.655389433
805,E01000805,Bromley 004E,574,1.095691805
806,E01000806,Bromley 009F,350,-0.126246504
807,E01000807,Bromley 022C,227,-0.797221558
808,E01000808,Bromley 025A,294,-0.431731082
809,E01000809,Bromley 022D,179,-1.059065482
810,E01000810,Bromley 025B,158,-1.173622198
811,E01000811,Bromley 025C,226,-0.80267664
812,E01000812,Bromley 028D,321,-0.284443875
813,E01000813,Bromley 025D,175,-1.080885809
814,E01000814,Bromley 028E,219,-0.840862212
815,E01000815,Bromley 025E,148,-1.228173016
816,E01000816,Bromley 003A,253,-0.655389433
817,E01000817,Bromley 003B,388,0.081046602
818,E01000818,Bromley 003C,213,-0.873592703
819,E01000819,Bromley 003D,729,1.941229475
820,E01000820,Bromley 008C,1094,3.93233431
821,E01000821,Bromley 003E,386,0.070136438
822,E01000822,Bromley 008D,331,-0.229893058
823,E01000823,Bromley 008E,265,-0.589928452
824,E01000824,Bromley 008F,396,0.124687256
825,E01000825,Bromley 008G,420,0.255609217
826,E01000826,Bromley 021A,168,-1.119071381
827,E01000827,Bromley 021B,225,-0.808131722
828,E01000828,Bromley 011E,307,-0.360815019
829,E01000829,Bromley 018E,189,-1.004514665
830,E01000830,Bromley 021C,112,-1.424555958
831,E01000831,Bromley 021D,436,0.342890525
832,E01000832,Bromley 030A,260,-0.617203861
833,E01000833,Bromley 021E,145,-1.244538261
834,E01000834,Bromley 027E,185,-1.026334992
835,E01000835,Bromley 030B,320,-0.289898957
836,E01000836,Bromley 030C,211,-0.884502866
837,E01000837,Bromley 030D,342,-0.169887158
838,E01000838,Bromley 030E,380,0.037405948
839,E01000839,Bromley 030F,122,-1.370005141
840,E01000840,Bromley 030G,361,-0.066240605
841,E01000841,Bromley 030H,235,-0.753580905
842,E01000842,Camden 011A,338,-0.191707485
843,E01000843,Camden 014A,382,0.048316111
844,E01000844,Camden 011B,381,0.042861029
845,E01000845,Camden 014B,552,0.975680007
846,E01000846,Camden 014C,501,0.697470838
847,E01000847,Camden 014D,297,-0.415365837
848,E01000848,Camden 011C,324,-0.26807863
849,E01000849,Camden 011D,328,-0.246258303
850,E01000850,Camden 026A,180,-1.0536104
851,E01000851,Camden 026B,121,-1.375460223
852,E01000852,Camden 026C,381,0.042861029
853,E01000853,Camden 025A,582,1.139332459
854,E01000854,Camden 026D,283,-0.491736981
855,E01000855,Camden 028A,234,-0.759035986
856,E01000856,Camden 019A,575,1.101146887
857,E01000857,Camden 018A,419,0.250154136
858,E01000858,Camden 018B,570,1.073871478
859,E01000859,Camden 018C,199,-0.949963847
860,E01000860,Camden 018D,737,1.984870129
861,E01000861,Camden 019B,424,0.277429544
862,E01000862,Camden 018E,229,-0.786311395
863,E01000863,Camden 021A,1141,4.188723151
864,E01000864,Camden 015A,393,0.10832201
865,E01000865,Camden 015B,373,-0.000779624
866,E01000866,Camden 009A,514,0.768386901
867,E01000867,Camden 015C,498,0.681105593
868,E01000868,Camden 015D,431,0.315615116
869,E01000869,Camden 015E,570,1.073871478
870,E01000870,Camden 009B,670,1.619379652
871,E01000871,Camden 005A,322,-0.278988793
872,E01000872,Camden 005B,431,0.315615116
873,E01000873,Camden 005C,315,-0.317174365
874,E01000874,Camden 005D,305,-0.371725183
875,E01000875,Camden 013A,358,-0.082605851
876,E01000876,Camden 013B,700,1.783032104
877,E01000877,Camden 005E,463,0.490177732
878,E01000878,Camden 004A,251,-0.666299597
879,E01000879,Camden 004B,292,-0.442641245
880,E01000880,Camden 004C,421,0.261064299
881,E01000881,Camden 008A,327,-0.251713385
882,E01000882,Camden 008B,225,-0.808131722
883,E01000883,Camden 008C,367,-0.033510115
884,E01000884,Camden 004D,516,0.779297064
885,E01000885,Camden 004E,804,2.350360605
886,E01000886,Camden 006A,498,0.681105593
887,E01000887,Camden 006B,416,0.23378889
888,E01000888,Camden 006C,440,0.364710852
889,E01000889,Camden 007A,735,1.973959965
890,E01000890,Camden 007B,1091,3.915969064
891,E01000891,Camden 007C,1457,5.912528981
892,E01000892,Camden 006D,418,0.244699054
893,E01000893,Camden 002A,278,-0.51901239
894,E01000894,Camden 002B,233,-0.764491068
895,E01000895,Camden 002C,731,1.952139638
896,E01000896,Camden 002D,250,-0.671754678
897,E01000897,Camden 008D,284,-0.486281899
898,E01000898,Camden 008E,649,1.504822936
899,E01000899,Camden 002E,310,-0.344449774
900,E01000900,Camden 012A,680,1.67393047
901,E01000901,Camden 007D,475,0.555638713
902,E01000902,Camden 012B,685,1.701205878
903,E01000903,Camden 006E,470,0.528363304
904,E01000904,Camden 012C,572,1.084781642
905,E01000905,Camden 012D,825,2.464917322
906,E01000906,Camden 012E,426,0.288339708
907,E01000907,Camden 001A,658,1.553918671
908,E01000908,Camden 001B,664,1.586649162
909,E01000909,Camden 001C,388,0.081046602
910,E01000910,Camden 003A,422,0.266519381
911,E01000911,Camden 003B,477,0.566548876
912,E01000912,Camden 001D,746,2.033965864
913,E01000913,Camden 001E,399,0.141052501
914,E01000914,Camden 028B,381,0.042861029
915,E01000915,Camden 027A,354,-0.104426178
916,E01000916,Camden 027B,281,-0.502647145
917,E01000917,Camden 027C,638,1.444817036
918,E01000918,Camden 028C,741,2.006690456
919,E01000919,Camden 028D,515,0.773841983
920,E01000920,Camden 027D,455,0.446537078
921,E01000921,Camden 003C,340,-0.180797322
922,E01000922,Camden 007E,791,2.279444543
923,E01000923,Camden 003D,755,2.0830616
924,E01000924,Camden 009C,469,0.522908223
925,E01000925,Camden 009D,619,1.341170483
926,E01000926,Camden 009E,391,0.097411847
927,E01000927,Camden 007F,531,0.86112329
928,E01000928,Camden 003E,1034,3.605029405
929,E01000929,Camden 020A,450,0.419261669
930,E01000930,Camden 020B,741,2.006690456
931,E01000931,Camden 013C,563,1.035685906
932,E01000932,Camden 013D,535,0.882943617
933,E01000933,Camden 020C,761,2.11579209
934,E01000934,Camden 020D,1442,5.830702755
935,E01000935,Camden 020E,536,0.888398699
936,E01000936,Camden 024A,239,-0.731760578
937,E01000937,Camden 025B,128,-1.337274651
938,E01000938,Camden 024B,657,1.54846359
939,E01000939,Camden 024C,567,1.057506233
940,E01000940,Camden 024D,290,-0.453551409
941,E01000941,Camden 025C,746,2.033965864
942,E01000942,Camden 025D,204,-0.922688438
943,E01000943,Camden 025E,377,0.021040702
944,E01000944,Camden 023A,343,-0.164432077
945,E01000945,Camden 023B,643,1.472092445
946,E01000946,Camden 021B,251,-0.666299597
947,E01000947,Camden 021C,437,0.348345607
948,E01000948,Camden 021D,784,2.24125897
949,E01000949,Camden 023C,465,0.501087896
950,E01000950,Camden 023D,466,0.506542977
951,E01000951,Camden 023E,326,-0.257168466
952,E01000952,Camden 022A,528,0.844758045
953,E01000953,Camden 022B,643,1.472092445
954,E01000954,Camden 022C,410,0.2010584
955,E01000955,Camden 022D,561,1.024775743
956,E01000956,Camden 022E,424,0.277429544
957,E01000957,Camden 019C,397,0.130142337
958,E01000958,Camden 019D,701,1.788487186
959,E01000959,Camden 019E,567,1.057506233
960,E01000960,Camden 017A,424,0.277429544
961,E01000961,Camden 017B,542,0.921129189
962,E01000962,Camden 016A,172,-1.097251054
963,E01000963,Camden 017C,561,1.024775743
964,E01000964,Camden 016B,438,0.353800689
965,E01000965,Camden 016C,368,-0.028055033
966,E01000966,Camden 016D,146,-1.239083179
967,E01000967,Camden 017D,256,-0.639024188
968,E01000968,Camden 016E,342,-0.169887158
969,E01000969,Camden 010A,165,-1.135436626
970,E01000970,Camden 010B,341,-0.17534224
971,E01000971,Camden 010C,310,-0.344449774
972,E01000972,Camden 010D,540,0.910219026
973,E01000973,Camden 010E,434,0.331980362
974,E01000974,Camden 013E,655,1.537553426
975,E01000975,Croydon 022A,321,-0.284443875
976,E01000976,Croydon 022B,345,-0.153521913
977,E01000977,Croydon 022C,727,1.930319311
978,E01000978,Croydon 022D,391,0.097411847
979,E01000979,Croydon 022E,223,-0.819041885
980,E01000980,Croydon 017A,360,-0.071695687
981,E01000981,Croydon 017B,242,-0.715395332
982,E01000982,Croydon 017C,286,-0.475371736
983,E01000983,Croydon 017D,312,-0.333539611
984,E01000984,Croydon 022F,703,1.79939735
985,E01000985,Croydon 021A,256,-0.639024188
986,E01000986,Croydon 021B,241,-0.720850414
987,E01000987,Croydon 021C,266,-0.584473371
988,E01000988,Croydon 012A,569,1.068416396
989,E01000989,Croydon 018A,264,-0.595383534
990,E01000990,Croydon 012B,450,0.419261669
991,E01000991,Croydon 018B,211,-0.884502866
992,E01000992,Croydon 014A,519,0.795662309
993,E01000993,Croydon 021D,236,-0.748125823
994,E01000994,Croydon 009A,273,-0.546287798
995,E01000995,Croydon 009B,213,-0.873592703
996,E01000996,Croydon 009C,222,-0.824496967
997,E01000997,Croydon 009D,795,2.30126487
