ID,lsoa01cd,lsoa01nm,mh_crude_tot,mh_tot
2399,E01002399,Hillingdon 021E,251,-0.6662996
2400,E01002400,Hillingdon 024A,443,0.3810761
2401,E01002401,Hillingdon 024B,581,1.133877
2402,E01002402,Hillingdon 024C,360,-0.07169569
2403,E01002403,Hillingdon 024D,322,-0.2789888
2404,E01002404,Hillingdon 024E,341,-0.1753422
2405,E01002405,Hillingdon 027A,267,-0.5790183
2406,E01002406,Hillingdon 027B,314,-0.3226294
2407,E01002407,Hillingdon 030A,256,-0.6390242
2408,E01002408,Hillingdon 019A,463,0.4901777
2409,E01002409,Hillingdon 019B,386,0.07013644
2410,E01002410,Hillingdon 017A,295,-0.426276
2411,E01002411,Hillingdon 022A,362,-0.06078552
2412,E01002412,Hillingdon 017B,357,-0.08806093
2413,E01002413,Hillingdon 022B,397,0.1301423
2414,E01002414,Hillingdon 015A,174,-1.086341
2415,E01002415,Hillingdon 010A,192,-0.9881494
2416,E01002416,Hillingdon 008A,261,-0.6117488
2417,E01002417,Hillingdon 008B,202,-0.9335986
2418,E01002418,Hillingdon 006A,285,-0.4808268
2419,E01002419,Hillingdon 006B,265,-0.5899285
2420,E01002420,Hillingdon 008C,357,-0.08806093
2421,E01002421,Hillingdon 008D,503,0.708381
2422,E01002422,Hillingdon 018A,224,-0.8135868
2423,E01002423,Hillingdon 018B,328,-0.2462583
2424,E01002424,Hillingdon 018C,245,-0.6990301
2425,E01002425,Hillingdon 018D,352,-0.1153363
2426,E01002426,Hillingdon 021F,266,-0.5844734
2427,E01002427,Hillingdon 018E,651,1.515733
2428,E01002428,Hillingdon 018F,267,-0.5790183
2429,E01002429,Hillingdon 019C,390,0.09195677
2430,E01002430,Hillingdon 007A,187,-1.015425
2431,E01002431,Hillingdon 006C,160,-1.162712
2432,E01002432,Hillingdon 006D,233,-0.7644911
2433,E01002433,Hillingdon 004A,366,-0.0389652
2434,E01002434,Hillingdon 007B,195,-0.9717842
2435,E01002435,Hillingdon 007C,191,-0.9936045
2436,E01002436,Hillingdon 004B,256,-0.6390242
2437,E01002437,Hillingdon 006E,260,-0.6172039
2438,E01002438,Hillingdon 003A,790,2.273989
2439,E01002439,Hillingdon 003B,379,0.03195087
2440,E01002440,Hillingdon 003C,463,0.4901777
2441,E01002441,Hillingdon 003D,638,1.444817
2442,E01002442,Hillingdon 003E,417,0.239244
2443,E01002443,Hillingdon 032A,249,-0.6772098
2444,E01002444,Hillingdon 031A,485,0.6101895
2445,E01002445,Hillingdon 029A,321,-0.2844439
2446,E01002446,Hillingdon 031B,292,-0.4426412
2447,E01002447,Hillingdon 031C,347,-0.1426117
2448,E01002448,Hillingdon 032B,286,-0.4753717
2449,E01002449,Hillingdon 032C,271,-0.557198
2450,E01002450,Hillingdon 014A,194,-0.9772393
2451,E01002451,Hillingdon 014B,166,-1.129982
2452,E01002452,Hillingdon 014C,194,-0.9772393
2453,E01002453,Hillingdon 014D,233,-0.7644911
2454,E01002454,Hillingdon 014E,352,-0.1153363
2455,E01002455,Hillingdon 019D,432,0.3210702
2456,E01002456,Hillingdon 017C,416,0.2337889
2457,E01002457,Hillingdon 019E,403,0.1628728
2458,E01002458,Hillingdon 011A,239,-0.7317606
2459,E01002459,Hillingdon 011B,236,-0.7481258
2460,E01002460,Hillingdon 011C,230,-0.7808563
2461,E01002461,Hillingdon 013A,225,-0.8081317
2462,E01002462,Hillingdon 011D,129,-1.33182
2463,E01002463,Hillingdon 013B,239,-0.7317606
2464,E01002464,Hillingdon 011E,195,-0.9717842
2465,E01002465,Hillingdon 009A,320,-0.289899
2466,E01002466,Hillingdon 010B,189,-1.004515
2467,E01002467,Hillingdon 009B,288,-0.4644616
2468,E01002468,Hillingdon 010C,218,-0.8463173
2469,E01002469,Hillingdon 010D,199,-0.9499638
2470,E01002470,Hillingdon 007D,435,0.3374354
2471,E01002471,Hillingdon 008E,194,-0.9772393
2472,E01002472,Hillingdon 002A,379,0.03195087
2473,E01002473,Hillingdon 001A,310,-0.3444498
2474,E01002474,Hillingdon 002B,255,-0.6444793
2475,E01002475,Hillingdon 001B,460,0.4738125
2476,E01002476,Hillingdon 001C,241,-0.7208504
2477,E01002477,Hillingdon 001D,470,0.5283633
2478,E01002478,Hillingdon 002C,621,1.352081
2479,E01002479,Hillingdon 004C,364,-0.04987536
2480,E01002480,Hillingdon 004D,136,-1.293634
2481,E01002481,Hillingdon 004E,339,-0.1862524
2482,E01002482,Hillingdon 001E,233,-0.7644911
2483,E01002483,Hillingdon 002D,289,-0.4590065
2484,E01002484,Hillingdon 002E,384,0.05922627
2485,E01002485,Hillingdon 002F,414,0.2228787
2486,E01002486,Hillingdon 028A,252,-0.6608445
2487,E01002487,Hillingdon 028B,259,-0.6226589
2488,E01002488,Hillingdon 030B,216,-0.8572275
2489,E01002489,Hillingdon 030C,222,-0.824497
2490,E01002490,Hillingdon 030D,229,-0.7863114
2491,E01002491,Hillingdon 032D,299,-0.4044557
2492,E01002492,Hillingdon 030E,227,-0.7972216
2493,E01002493,Hillingdon 032E,266,-0.5844734
2494,E01002494,Hillingdon 009C,297,-0.4153658
2495,E01002495,Hillingdon 010E,213,-0.8735927
2496,E01002496,Hillingdon 012A,404,0.1683279
2497,E01002497,Hillingdon 012B,342,-0.1698872
2498,E01002498,Hillingdon 012C,193,-0.9826943
2499,E01002499,Hillingdon 012D,279,-0.5135573
2500,E01002500,Hillingdon 012E,243,-0.7099403
2501,E01002501,Hillingdon 026B,189,-1.004515
2502,E01002502,Hillingdon 026C,365,-0.04442028
2503,E01002503,Hillingdon 027C,363,-0.05533044
2504,E01002504,Hillingdon 027D,366,-0.0389652
2505,E01002505,Hillingdon 026D,310,-0.3444498
2506,E01002506,Hillingdon 027E,315,-0.3171744
2507,E01002507,Hillingdon 027F,243,-0.7099403
2508,E01002508,Hillingdon 026E,407,0.1846932
2509,E01002509,Hillingdon 017D,210,-0.8899579
2510,E01002510,Hillingdon 015B,301,-0.3935455
2511,E01002511,Hillingdon 017E,302,-0.3880904
2512,E01002512,Hillingdon 013C,241,-0.7208504
2513,E01002513,Hillingdon 013D,304,-0.3771803
2514,E01002514,Hillingdon 015C,327,-0.2517134
2515,E01002515,Hillingdon 015D,324,-0.2680786
2516,E01002516,Hillingdon 013E,260,-0.6172039
2517,E01002517,Hillingdon 016A,133,-1.309999
2518,E01002518,Hillingdon 022C,179,-1.059065
2519,E01002519,Hillingdon 022D,433,0.3265253
2520,E01002520,Hillingdon 016B,367,-0.03351011
2521,E01002521,Hillingdon 016C,688,1.717571
2522,E01002522,Hillingdon 015E,463,0.4901777
2523,E01002523,Hillingdon 016D,316,-0.3117193
2524,E01002524,Hillingdon 016E,201,-0.9390537
2525,E01002525,Hillingdon 029B,534,0.8774885
2526,E01002526,Hillingdon 028C,401,0.1519627
2527,E01002527,Hillingdon 031D,728,1.935774
2528,E01002528,Hillingdon 028D,396,0.1246873
2529,E01002529,Hillingdon 029C,240,-0.7263055
2530,E01002530,Hillingdon 029D,486,0.6156446
2531,E01002531,Hillingdon 029E,364,-0.04987536
2532,E01002532,Hillingdon 028E,390,0.09195677
2533,E01002533,Hillingdon 005A,261,-0.6117488
2534,E01002534,Hillingdon 005B,274,-0.5408327
2535,E01002535,Hillingdon 007E,325,-0.2626235
2536,E01002536,Hillingdon 009D,484,0.6047344
2537,E01002537,Hillingdon 009E,325,-0.2626235
2538,E01002538,Hillingdon 005C,367,-0.03351011
2539,E01002539,Hillingdon 005D,270,-0.562653
2540,E01002540,Hillingdon 020C,454,0.441082
2541,E01002541,Hillingdon 023A,241,-0.7208504
2542,E01002542,Hillingdon 020D,365,-0.04442028
2543,E01002543,Hillingdon 020E,366,-0.0389652
2544,E01002544,Hillingdon 023B,212,-0.8790478
2545,E01002545,Hillingdon 023C,359,-0.07715077
2546,E01002546,Hillingdon 023D,236,-0.7481258
2547,E01002547,Hillingdon 023E,271,-0.557198
2548,E01002548,Hillingdon 025A,576,1.106602
2549,E01002549,Hillingdon 025B,335,-0.2080727
2550,E01002550,Hillingdon 022E,288,-0.4644616
2551,E01002551,Hillingdon 025C,297,-0.4153658
2552,E01002552,Hillingdon 025D,314,-0.3226294
2553,E01002553,Hillingdon 025E,401,0.1519627
2554,E01002554,Hillingdon 022F,340,-0.1807973
2555,E01002555,Hounslow 022A,322,-0.2789888
2556,E01002556,Hounslow 022B,372,-0.006234706
2557,E01002557,Hounslow 023A,475,0.5556387
2558,E01002558,Hounslow 023B,405,0.173783
2559,E01002559,Hounslow 023C,382,0.04831611
2560,E01002560,Hounslow 023D,711,1.843038
2561,E01002561,Hounslow 023E,666,1.597559
2562,E01002562,Hounslow 003A,674,1.6412
2563,E01002563,Hounslow 006A,356,-0.09351601
2564,E01002564,Hounslow 003B,528,0.844758
2565,E01002565,Hounslow 006B,422,0.2665194
2566,E01002566,Hounslow 003C,470,0.5283633
2567,E01002567,Hounslow 006C,363,-0.05533044
2568,E01002568,Hounslow 003D,672,1.63029
2569,E01002569,Hounslow 001A,382,0.04831611
2570,E01002570,Hounslow 001B,360,-0.07169569
2571,E01002571,Hounslow 007A,251,-0.6662996
2572,E01002572,Hounslow 007B,705,1.810308
2573,E01002573,Hounslow 001C,352,-0.1153363
2574,E01002574,Hounslow 001D,397,0.1301423
2575,E01002575,Hounslow 001E,323,-0.2735337
2576,E01002576,Hounslow 008A,572,1.084782
2577,E01002577,Hounslow 007C,296,-0.4208209
2578,E01002578,Hounslow 007D,336,-0.2026176
2579,E01002579,Hounslow 008B,407,0.1846932
2580,E01002580,Hounslow 008C,865,2.683121
2581,E01002581,Hounslow 008D,305,-0.3717252
2582,E01002582,Hounslow 008E,350,-0.1262465
2583,E01002583,Hounslow 013A,307,-0.360815
2584,E01002584,Hounslow 013B,338,-0.1917075
2585,E01002585,Hounslow 013C,376,0.01558562
2586,E01002586,Hounslow 013D,355,-0.0989711
2587,E01002587,Hounslow 016A,367,-0.03351011
2588,E01002588,Hounslow 016B,703,1.799397
2589,E01002589,Hounslow 013E,530,0.8556682
2590,E01002590,Hounslow 022C,458,0.4629023
2591,E01002591,Hounslow 024A,429,0.304705
2592,E01002592,Hounslow 022D,545,0.9374944
2593,E01002593,Hounslow 024B,1180,4.401471
2594,E01002594,Hounslow 024C,544,0.9320394
2595,E01002595,Hounslow 022E,501,0.6974708
2596,E01002596,Hounslow 027A,361,-0.06624061
2597,E01002597,Hounslow 025A,367,-0.03351011
2598,E01002598,Hounslow 025B,428,0.2992499
2599,E01002599,Hounslow 025C,411,0.2065135
2600,E01002600,Hounslow 025D,363,-0.05533044
2601,E01002601,Hounslow 027B,306,-0.3662701
2602,E01002602,Hounslow 027C,318,-0.3008091
2603,E01002603,Hounslow 025E,429,0.304705
2604,E01002604,Hounslow 026A,477,0.5665489
2605,E01002605,Hounslow 026B,514,0.7683869
2606,E01002606,Hounslow 026C,737,1.98487
2607,E01002607,Hounslow 026D,505,0.7192912
2608,E01002608,Hounslow 028A,608,1.281165
2609,E01002609,Hounslow 028B,338,-0.1917075
2610,E01002610,Hounslow 028C,513,0.7629318
2611,E01002611,Hounslow 024D,398,0.1355974
2612,E01002612,Hounslow 024E,583,1.144788
2613,E01002613,Hounslow 024F,387,0.07559152
2614,E01002614,Hounslow 027D,408,0.1901482
2615,E01002615,Hounslow 026E,880,2.764947
2616,E01002616,Hounslow 027E,548,0.9538597
2617,E01002617,Hounslow 028D,390,0.09195677
2618,E01002618,Hounslow 011A,711,1.843038
2619,E01002619,Hounslow 010A,340,-0.1807973
2620,E01002620,Hounslow 004A,629,1.395721
2621,E01002621,Hounslow 011B,358,-0.08260585
2622,E01002622,Hounslow 010B,273,-0.5462878
2623,E01002623,Hounslow 011C,1135,4.155993
2624,E01002624,Hounslow 017A,433,0.3265253
2625,E01002625,Hounslow 004B,280,-0.5081022
2626,E01002626,Hounslow 004C,388,0.0810466
2627,E01002627,Hounslow 004D,546,0.9429495
2628,E01002628,Hounslow 011D,364,-0.04987536
2629,E01002629,Hounslow 011E,412,0.2119686
2630,E01002630,Hounslow 012A,303,-0.3826353
2631,E01002631,Hounslow 004E,444,0.3865312
2632,E01002632,Hounslow 010C,325,-0.2626235
2633,E01002633,Hounslow 005A,660,1.564829
2634,E01002634,Hounslow 005B,384,0.05922627
2635,E01002635,Hounslow 010D,217,-0.8517724
2636,E01002636,Hounslow 010E,276,-0.5299226
2637,E01002637,Hounslow 005C,382,0.04831611
2638,E01002638,Hounslow 005D,403,0.1628728
2639,E01002639,Hounslow 012B,333,-0.2189829
2640,E01002640,Hounslow 012C,194,-0.9772393
2641,E01002641,Hounslow 018A,356,-0.09351601
2642,E01002642,Hounslow 015A,420,0.2556092
2643,E01002643,Hounslow 015B,695,1.755757
2644,E01002644,Hounslow 018B,271,-0.557198
2645,E01002645,Hounslow 015C,740,2.001235
2646,E01002646,Hounslow 017B,525,0.8283928
2647,E01002647,Hounslow 021A,437,0.3483456
2648,E01002648,Hounslow 018C,369,-0.02259995
2649,E01002649,Hounslow 018D,645,1.483003
2650,E01002650,Hounslow 021B,248,-0.6826648
2651,E01002651,Hounslow 021C,377,0.0210407
2652,E01002652,Hounslow 021D,351,-0.1207914
2653,E01002653,Hounslow 019A,291,-0.4480963
2654,E01002654,Hounslow 019B,263,-0.6008386
2655,E01002655,Hounslow 019C,328,-0.2462583
2656,E01002656,Hounslow 019D,313,-0.3280845
2657,E01002657,Hounslow 018E,361,-0.06624061
2658,E01002658,Hounslow 015D,410,0.2010584
2659,E01002659,Hounslow 019E,323,-0.2735337
2660,E01002660,Hounslow 016C,384,0.05922627
2661,E01002661,Hounslow 016D,376,0.01558562
2662,E01002662,Hounslow 017C,384,0.05922627
2663,E01002663,Hounslow 017D,460,0.4738125
2664,E01002664,Hounslow 017E,956,3.179533
2665,E01002665,Hounslow 016E,1092,3.921424
2666,E01002666,Hounslow 021E,362,-0.06078552
2667,E01002667,Hounslow 020A,1022,3.539568
2668,E01002668,Hounslow 014A,736,1.979415
2669,E01002669,Hounslow 014B,579,1.122967
2670,E01002670,Hounslow 020B,432,0.3210702
2671,E01002671,Hounslow 020C,343,-0.1644321
2672,E01002672,Hounslow 020D,508,0.7356564
2673,E01002673,Hounslow 020E,717,1.875768
2674,E01002674,Hounslow 012D,265,-0.5899285
2675,E01002675,Hounslow 009A,204,-0.9226884
2676,E01002676,Hounslow 012E,215,-0.8626825
2677,E01002677,Hounslow 015E,531,0.8611233
2678,E01002678,Hounslow 009B,299,-0.4044557
2679,E01002679,Hounslow 009C,368,-0.02805503
2680,E01002680,Hounslow 009D,444,0.3865312
2681,E01002681,Hounslow 014C,434,0.3319804
2682,E01002682,Hounslow 014D,391,0.09741185
2683,E01002683,Hounslow 014E,338,-0.1917075
2684,E01002684,Hounslow 006D,721,1.897589
2685,E01002685,Hounslow 003E,534,0.8774885
2686,E01002686,Hounslow 006E,1023,3.545024
2687,E01002687,Hounslow 002A,261,-0.6117488
2688,E01002688,Hounslow 002B,388,0.0810466
2689,E01002689,Hounslow 007E,728,1.935774
2690,E01002690,Hounslow 007F,688,1.717571
2691,E01002691,Hounslow 002C,371,-0.01168979
2692,E01002692,Hounslow 002D,410,0.2010584
2693,E01002693,Hounslow 002E,1080,3.855963
2694,E01002694,Islington 019A,481,0.5883692
2695,E01002695,Islington 021A,543,0.9265843
2696,E01002696,Islington 020A,342,-0.1698872
2697,E01002697,Islington 019B,384,0.05922627
2698,E01002698,Islington 017A,383,0.05377119
2699,E01002699,Islington 017B,420,0.2556092
2700,E01002700,Islington 017C,334,-0.2135278
2701,E01002701,Islington 023A,428,0.2992499
2702,E01002702,Islington 023B,376,0.01558562
2703,E01002703,Islington 023C,508,0.7356564
2704,E01002704,Islington 023D,306,-0.3662701
2705,E01002705,Islington 022A,140,-1.271814
2706,E01002706,Islington 023E,339,-0.1862524
2707,E01002707,Islington 022B,279,-0.5135573
2708,E01002708,Islington 015A,395,0.1192322
2709,E01002709,Islington 019C,428,0.2992499
2710,E01002710,Islington 019D,427,0.2937948
2711,E01002711,Islington 021B,250,-0.6717547
2712,E01002712,Islington 015B,624,1.368446
2713,E01002713,Islington 015C,753,2.072151
2714,E01002714,Islington 017D,161,-1.157257
2715,E01002715,Islington 019E,438,0.3538007
2716,E01002716,Islington 014A,593,1.199338
2717,E01002717,Islington 016A,254,-0.6499344
2718,E01002718,Islington 014B,458,0.4629023
2719,E01002719,Islington 016B,348,-0.1371567
2720,E01002720,Islington 016C,429,0.304705
2721,E01002721,Islington 014C,436,0.3428905
2722,E01002722,Islington 018A,580,1.128422
2723,E01002723,Islington 022C,600,1.237524
2724,E01002724,Islington 022D,215,-0.8626825
2725,E01002725,Islington 022E,393,0.108322
2726,E01002726,Islington 022F,483,0.5992794
2727,E01002727,Islington 021C,411,0.2065135
2728,E01002728,Islington 021D,407,0.1846932
2729,E01002729,Islington 021E,543,0.9265843
2730,E01002730,Islington 007A,427,0.2937948
2731,E01002731,Islington 007B,331,-0.2298931
2732,E01002732,Islington 005A,854,2.623115
2733,E01002733,Islington 007C,241,-0.7208504
2734,E01002734,Islington 005B,445,0.3919863
2735,E01002735,Islington 003A,499,0.6865607
2736,E01002736,Islington 005C,1037,3.621395
2737,E01002737,Islington 005D,557,1.002955
2738,E01002738,Islington 009A,585,1.155698
2739,E01002739,Islington 013A,293,-0.4371862
2740,E01002740,Islington 013B,225,-0.8081317
2741,E01002741,Islington 009B,662,1.575739
2742,E01002742,Islington 006A,186,-1.02088
2743,E01002743,Islington 009C,589,1.177518
2744,E01002744,Islington 009D,563,1.035686
2745,E01002745,Islington 013C,346,-0.1480668
2746,E01002746,Islington 011A,375,0.01013054
2747,E01002747,Islington 006B,294,-0.4317311
2748,E01002748,Islington 006C,465,0.5010879
2749,E01002749,Islington 006D,373,-0.000779625
2750,E01002750,Islington 006E,205,-0.9172334
2751,E01002751,Islington 005E,482,0.5938243
2752,E01002752,Islington 009E,394,0.1137771
2753,E01002753,Islington 002A,502,0.7029259
2754,E01002754,Islington 002B,301,-0.3935455
2755,E01002755,Islington 001A,550,0.9647698
2756,E01002756,Islington 001B,546,0.9429495
2757,E01002757,Islington 002C,537,0.8938538
2758,E01002758,Islington 001C,505,0.7192912
2759,E01002759,Islington 002D,471,0.5338184
2760,E01002760,Islington 002E,689,1.723026
2761,E01002761,Islington 011B,281,-0.5026471
2762,E01002762,Islington 011C,454,0.441082
2763,E01002763,Islington 007D,538,0.8993089
2764,E01002764,Islington 010A,528,0.844758
2765,E01002765,Islington 015D,411,0.2065135
2766,E01002766,Islington 015E,498,0.6811056
2767,E01002767,Islington 011D,424,0.2774295
2768,E01002768,Islington 004A,621,1.352081
2769,E01002769,Islington 008A,428,0.2992499
2770,E01002770,Islington 004B,669,1.613925
2771,E01002771,Islington 004C,412,0.2119686
2772,E01002772,Islington 002F,406,0.1792381
2773,E01002773,Islington 004D,1035,3.610484
2774,E01002774,Islington 004E,496,0.6701954
2775,E01002775,Islington 014D,362,-0.06078552
2776,E01002776,Islington 014E,810,2.383091
2777,E01002777,Islington 012A,782,2.230349
2778,E01002778,Islington 012B,480,0.5829141
2779,E01002779,Islington 012C,343,-0.1644321
2780,E01002780,Islington 014F,537,0.8938538
2781,E01002781,Islington 012D,459,0.4683574
2782,E01002782,Islington 012E,438,0.3538007
2783,E01002783,Islington 010B,1543,6.381666
2784,E01002784,Islington 010C,642,1.466637
2785,E01002785,Islington 008B,331,-0.2298931
2786,E01002786,Islington 010D,596,1.215704
2787,E01002787,Islington 010E,750,2.055786
2788,E01002788,Islington 008C,539,0.9047639
2789,E01002789,Islington 008D,242,-0.7153953
2790,E01002790,Islington 016D,610,1.292075
2791,E01002791,Islington 016E,402,0.1574177
2792,E01002792,Islington 017E,384,0.05922627
2793,E01002793,Islington 016F,566,1.052051
2794,E01002794,Islington 020B,346,-0.1480668
2795,E01002795,Islington 013D,406,0.1792381
2796,E01002796,Islington 013E,473,0.5447285
2797,E01002797,Islington 018B,442,0.375621
2798,E01002798,Islington 018C,491,0.64292
2799,E01002799,Islington 018D,378,0.02649578
2800,E01002800,Islington 018E,471,0.5338184
2801,E01002801,Islington 020C,250,-0.6717547
2802,E01002802,Islington 020D,701,1.788487
2803,E01002803,Islington 020E,336,-0.2026176
2804,E01002804,Islington 001D,608,1.281165
2805,E01002805,Islington 003B,380,0.03740595
2806,E01002806,Islington 003C,442,0.375621
2807,E01002807,Islington 001E,591,1.188428
2808,E01002808,Islington 003D,499,0.6865607
2809,E01002809,Islington 003E,527,0.839303
2810,E01002810,Islington 003F,581,1.133877
2811,E01002811,Islington 001F,758,2.099427
2812,E01002812,Kensington and Chelsea 013A,262,-0.6062937
2813,E01002813,Kensington and Chelsea 011A,209,-0.895413
2814,E01002814,Kensington and Chelsea 015A,372,-0.006234706
2815,E01002815,Kensington and Chelsea 011B,270,-0.562653
2816,E01002816,Kensington and Chelsea 011C,289,-0.4590065
2817,E01002817,Kensington and Chelsea 011D,187,-1.015425
2818,E01002818,Kensington and Chelsea 012A,106,-1.457286
2819,E01002819,Kensington and Chelsea 012B,121,-1.37546
2820,E01002820,Kensington and Chelsea 016A,160,-1.162712
2821,E01002821,Kensington and Chelsea 014A,162,-1.151802
2822,E01002822,Kensington and Chelsea 016B,108,-1.446376
2823,E01002823,Kensington and Chelsea 014B,448,0.4083515
2824,E01002824,Kensington and Chelsea 008A,117,-1.397281
2825,E01002825,Kensington and Chelsea 008B,112,-1.424556
2826,E01002826,Kensington and Chelsea 008C,165,-1.135437
2827,E01002827,Kensington and Chelsea 008D,159,-1.168167
2828,E01002828,Kensington and Chelsea 008E,230,-0.7808563
2829,E01002829,Kensington and Chelsea 004A,570,1.073871
2830,E01002830,Kensington and Chelsea 004B,774,2.186708
2831,E01002831,Kensington and Chelsea 004C,595,1.210249
2832,E01002832,Kensington and Chelsea 004D,404,0.1683279
2833,E01002833,Kensington and Chelsea 007A,317,-0.3062642
2834,E01002834,Kensington and Chelsea 013B,149,-1.222718
2835,E01002835,Kensington and Chelsea 016C,150,-1.217263
2836,E01002836,Kensington and Chelsea 016D,201,-0.9390537
2837,E01002837,Kensington and Chelsea 016E,128,-1.337275
2838,E01002838,Kensington and Chelsea 020A,153,-1.200898
2839,E01002839,Kensington and Chelsea 013C,367,-0.03351011
2840,E01002840,Kensington and Chelsea 021A,606,1.270254
2841,E01002841,Kensington and Chelsea 021B,449,0.4138066
2842,E01002842,Kensington and Chelsea 021C,543,0.9265843
2843,E01002843,Kensington and Chelsea 021D,778,2.208528
2844,E01002844,Kensington and Chelsea 019A,288,-0.4644616
2845,E01002845,Kensington and Chelsea 019B,374,0.004675457
2846,E01002846,Kensington and Chelsea 017A,554,0.9865902
2847,E01002847,Kensington and Chelsea 015B,452,0.4301718
2848,E01002848,Kensington and Chelsea 015C,377,0.0210407
2849,E01002849,Kensington and Chelsea 017B,195,-0.9717842
2850,E01002850,Kensington and Chelsea 013D,581,1.133877
2851,E01002851,Kensington and Chelsea 015D,606,1.270254
2852,E01002852,Kensington and Chelsea 001A,766,2.143067
2853,E01002853,Kensington and Chelsea 001B,602,1.248434
2854,E01002854,Kensington and Chelsea 001C,809,2.377636
2855,E01002855,Kensington and Chelsea 001D,782,2.230349
2856,E01002856,Kensington and Chelsea 004E,480,0.5829141
2857,E01002857,Kensington and Chelsea 001E,562,1.030231
2858,E01002858,Kensington and Chelsea 014C,285,-0.4808268
2859,E01002859,Kensington and Chelsea 012C,80,-1.599119
2860,E01002860,Kensington and Chelsea 012D,137,-1.288179
2861,E01002861,Kensington and Chelsea 014D,216,-0.8572275
2862,E01002862,Kensington and Chelsea 014E,542,0.9211292
2863,E01002863,Kensington and Chelsea 012E,128,-1.337275
2864,E01002864,Kensington and Chelsea 009A,135,-1.299089
2865,E01002865,Kensington and Chelsea 011E,130,-1.326364
2866,E01002866,Kensington and Chelsea 009B,349,-0.1317016
2867,E01002867,Kensington and Chelsea 009C,275,-0.5353776
2868,E01002868,Kensington and Chelsea 009D,122,-1.370005
2869,E01002869,Kensington and Chelsea 009E,279,-0.5135573
2870,E01002870,Kensington and Chelsea 005A,898,2.863138
2871,E01002871,Kensington and Chelsea 007B,164,-1.140892
2872,E01002872,Kensington and Chelsea 005B,998,3.408646
2873,E01002873,Kensington and Chelsea 007C,269,-0.5681081
2874,E01002874,Kensington and Chelsea 007D,331,-0.2298931
2875,E01002875,Kensington and Chelsea 007E,280,-0.5081022
2876,E01002876,Kensington and Chelsea 003A,505,0.7192912
2877,E01002877,Kensington and Chelsea 003B,519,0.7956623
2878,E01002878,Kensington and Chelsea 003C,579,1.122967
2879,E01002879,Kensington and Chelsea 005C,781,2.224894
2880,E01002880,Kensington and Chelsea 005D,555,0.9920453
2881,E01002881,Kensington and Chelsea 005E,533,0.8720335
2882,E01002882,Kensington and Chelsea 006A,394,0.1137771
2883,E01002883,Kensington and Chelsea 006B,336,-0.2026176
2884,E01002884,Kensington and Chelsea 006C,357,-0.08806093
2885,E01002885,Kensington and Chelsea 006D,136,-1.293634
2886,E01002886,Kensington and Chelsea 006E,220,-0.8354071
2887,E01002887,Kensington and Chelsea 010A,123,-1.36455
2888,E01002888,Kensington and Chelsea 013E,189,-1.004515
2889,E01002889,Kensington and Chelsea 010B,216,-0.8572275
2890,E01002890,Kensington and Chelsea 010C,77,-1.615484
2891,E01002891,Kensington and Chelsea 010D,157,-1.179077
2892,E01002892,Kensington and Chelsea 010E,119,-1.38637
2893,E01002893,Kensington and Chelsea 017C,425,0.2828846
2894,E01002894,Kensington and Chelsea 017D,519,0.7956623
2895,E01002895,Kensington and Chelsea 020B,136,-1.293634
2896,E01002896,Kensington and Chelsea 020C,135,-1.299089
2897,E01002897,Kensington and Chelsea 020D,283,-0.491737
2898,E01002898,Kensington and Chelsea 017E,165,-1.135437
2899,E01002899,Kensington and Chelsea 018A,474,0.5501836
2900,E01002900,Kensington and Chelsea 018B,122,-1.370005
2901,E01002901,Kensington and Chelsea 018C,720,1.892134
2902,E01002902,Kensington and Chelsea 018D,210,-0.8899579
2903,E01002903,Kensington and Chelsea 018E,117,-1.397281
2904,E01002904,Kensington and Chelsea 002A,645,1.483003
2905,E01002905,Kensington and Chelsea 002B,945,3.119527
2906,E01002906,Kensington and Chelsea 002C,1261,4.843333
2907,E01002907,Kensington and Chelsea 002D,692,1.739391
2908,E01002908,Kensington and Chelsea 003D,853,2.61766
2909,E01002909,Kensington and Chelsea 003E,512,0.7574767
2910,E01002910,Kensington and Chelsea 019C,359,-0.07715077
2911,E01002911,Kensington and Chelsea 019D,139,-1.277269
2912,E01002912,Kensington and Chelsea 020E,517,0.7847521
2913,E01002913,Kensington and Chelsea 021E,323,-0.2735337
2914,E01002914,Kensington and Chelsea 019E,322,-0.2789888
2915,E01002915,Kingston upon Thames 014A,346,-0.1480668
2916,E01002916,Kingston upon Thames 014B,366,-0.0389652
2917,E01002917,Kingston upon Thames 014C,153,-1.200898
2918,E01002918,Kingston upon Thames 017A,350,-0.1262465
2919,E01002919,Kingston upon Thames 017B,304,-0.3771803
2920,E01002920,Kingston upon Thames 014D,289,-0.4590065
2921,E01002921,Kingston upon Thames 011A,619,1.34117
2922,E01002922,Kingston upon Thames 010A,431,0.3156151
2923,E01002923,Kingston upon Thames 013A,833,2.508558
2924,E01002924,Kingston upon Thames 014E,271,-0.557198
2925,E01002925,Kingston upon Thames 013B,907,2.912234
2926,E01002926,Kingston upon Thames 010B,239,-0.7317606
2927,E01002927,Kingston upon Thames 008A,355,-0.0989711
2928,E01002928,Kingston upon Thames 008B,852,2.612205
2929,E01002929,Kingston upon Thames 007A,219,-0.8408622
2930,E01002930,Kingston upon Thames 007B,328,-0.2462583
2931,E01002931,Kingston upon Thames 007C,428,0.2992499
